Address,Postal Code,Latitude,Longitude,Zone,Photo,Size of Property,Nearby Amenities,Public Remark,Services
5480 MERIDIAN ST SE,T6P1R3,53.4920345,-113.3452547,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638206869711870000/reb10/highres/5/E4342385_1.jpg'],3467376 sqft,[],"Rare opportunity to acquire approximately 80 acres (79.6) of IM zoned unserviced land in the Southeast Industrial submarket of Maple Ridge Industrial within city limits of Edmonton. Located adjacent to Anthony Henday Drive (Highway 14) and just north of Whitemud drive. Excellent exposure with over 1,300 feet of frontage on the Meridian Street. Almost all the Land is stripped of the top soil. Perfect for development into small industrial units or good for a major industrial storage. Three older homes rented approximately for $5,000 per month (TBV). (29974980)",
13240 199 ST NW,T5V1T8,53.593030000001,-113.66533,"[{'code': 'AG', 'description': 'Agriculture Zone'}]",['https://cdn.realtor.ca/listings/TS638340754249000000/reb10/highres/5/E4363675_1.jpg'],,['Park'],"Absolutely Stunning lake views! 147.66 Acres of premium land ready for development between big lake and two subdivisions - Starling and Trumpeter. One of the many features is .5 miles of lakefront in the City Of Edmonton! This property also borders St. Albert and the Lois Hole provincial park. Access to this property via Winterburn road or 199st. All utilities are at the property line, this is a once in a lifetime investment/development opportunity. *2021 Appraised value $31,746,900.00* (30587592)",
10635 85 AV NW,T6E2K6,53.520825800001,-113.5053221,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638517414731200000/reb10/highres/0/E4388300_1.jpg'],,[],"Good Location. Close to University of Alberta, University of Alberta Hospital and just off Whyte Avenue.  This Low Rise Apartment is a 10 suite; 1-3 Bedrooms, 4-1 Bedrooms and 5 Bachelor Suites. Each unit has a stove, fridge and microwave.  Coin Operated washer and dryer for tenant use. There are 10 parking spaces at rear off the lane.  Building is in good condition overall. Located in the Strathcona neighborhood and near restaurants, shopping, public transportation, ravine for nature walks. (31305093)",
10510 118 AV NW,T5G0P8,53.5707216223106,-113.5017787,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638477739623200000/reb10/highres/8/E4380078_1.jpg'],7180 sqft,[],"This eleven-suite apartment building is located at 10510 - 118 Avenue in Edmonton, Alberta, in the neighbourhood of Westwood. It is a two and a half storey walk-up, wood-frame construction building with balconies. It was built in 1981. Parking is surface and paved. The suite mix is 4 studio suites, 6 one-bedroom suites, and 1 atypical nonconforming suite. (31082336)",
10155 95 ST NW,T5H2A8,53.5448430999909,-113.478128884656,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638426547617700000/reb10/highres/6/E4371956_1.jpg'],7384 sqft,[],"Welcome to River Quarters, a very well managed and maintained 2.5 Storey 11 unit building located in the community of Boyle Street bordering the eastern edge of Edmontons central business district. 1960 solid wood frame building with brick and stucco exterior. The building consists of nine spacious 1 bedrooms, one large 2 bedroom and one Bachelor unit (Add Value Unit). Pride of ownership can be seen throughout the property. Extensive redevelopment and many changes have occurred within the neighbourhood during the past few years making this a great opportunity to add to your existing portfolio or simply start your multi family portfolio. Units are individually metered for electricity. The building is currently 100% leased with long term residents making this property a turn key investment that needs nothing. Great multi-family investment opportunity that will bring positive cash flows for years. (30850842)",
4367 167 AV NW,T5Y3Y2,53.6278673,-113.407287153967,"[{'code': 'CG', 'description': 'General Commercial'}]",['https://cdn.realtor.ca/listings/TS638476731746870000/reb10/highres/6/E4379856_1.jpg'],2432 sqft,[],"A  2,430+ sq ft commercial bay located at a prime main floor position in a popular mall of  the Brintnell community in North Edmonton, This CB2 zoning commercial condo with 2 titled underground heated parking stalls, has been well maintained with plentiful free public parking stalls for patronage. Different varieties of commercial retails and businesses have become mature around the area. The bay has never been occupied and you can plan your design layout without any encumbrances. The mall is conveniently located and well connected to  Manning Drive, artery main road 66ST, 153 Avenue, and the Anthony Henday. (31073769)",
54 VALLEYVIEW CR NW,T5R5S9,53.5210122865052,-113.557383069312,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638496817026100000/reb10/highres/7/E4375137_1.jpg'],,"['Public Transit', 'Schools', 'Shopping']","Location,  Location,  Location.   VALLEYVIEW CRESCENT facing treed ravine.   Aprox 10,000SF LOT IDEAL FOR REDEVELOPMENT 85'x 127'   in the highly desirable neighbourhood of Valleyview.     BUILD YOUR DREAM HOME (30947229)",
11233 79 ST NW,T5B2J8,53.5610666379737,-113.462219676198,"[{'code': 'CN', 'description': 'Neighbourhood Commercial'}]",['https://cdn.realtor.ca/listings/TS637713889674900000/reb10/highres/4/E4193404_1.jpg'],,"['Playground', 'Shopping', 'Public Transit', 'Schools']","Land parcel with 8 separately titled lots located off 112th Avenue and 78/79th Street NW.  Great location with bus stop directly on 112th Avenue and a short walk from Borden Park, Stutchbury Park and more. Zoning updated January 1, 2024 and is RM (Medium Scale Residential) for northern 7 lots and RS (Small scale Residential Zone) for southmost lot. (27980904)","Water, Electricity"
17404 109 AV NW,T5S2W4,53.5564073930571,-113.622272830688,"[{'code': 'BE', 'description': 'Business Employment'}]",['https://cdn.realtor.ca/listings/TS638241717689600000/reb10/highres/0/E4348520_1.jpg'],,[],"Prime 1.32 Acre Property located in McNamara Industrial.  Comer location with access to 174 Street 175 Street and 109 Ave.  Zoned IB Property can be purchased in conjunction with 10945 - 175 Street for combined 2.62 Acres @ $2,64000. (30143799)",
10945 175 ST NW,T5S2W4,53.5569983073143,-113.622099569312,"[{'code': 'BE', 'description': 'Business Employment'}]",['https://cdn.realtor.ca/listings/TS638231421665700000/reb10/highres/9/E4347009_1.jpg'],,[],Prime 1.32 Acre Property located in McNamara Industrial.  Exposure to both 174 Street and 110A Avenue with Two Access routes. (30102674),
5203-5211 101A AV NW,T6A0L7,53.5419978034925,-113.420569953967,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638514864561270000/reb10/highres/7/E4377377_1.jpg'],,[],"INVESTMENT OPPORTUNITY: A rare chance to capitalize on a LARGE PARCEL OF LAND, ideal for investors or developers looking to make a significant impact in the area. Explore the potential of 4 ADJACENT LOTS for a TOTAL LOT SIZE OF 1683 SQM. Prime re-development opportunity for multi-residential development. 2 houses and 2 garages on the lots, ZONED RS. Ideally located, for easy commuting to downtown, shopping center at Capilano withing walking distance, Gold Bar park a few blocks away, with river valley access and trails. Great schools in the area, Hardisty, McEwan and Kings College a few minutes down 50th Street, the public library and so much more! (31007772)",
10919 97 ST NW NW,T5H2M7,53.5559996067126,-113.4909092,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638255613764630000/reb10/highres/9/E4351089_1.jpg'],4580 sqft,[],"Exceptional Investment Opportunity! Discover the epitome of versatility and potential in this mixed-use commercial building with 4 residential units! Cheaper to buy than build, this contemporary property that offers a strategic blend of commercial and residential spaces. The main floor boasts a commercial retail area, an office bay, and convenient bathrooms. With common corridors and separate entrances, the flexibility of this space knows no bounds.  One side of the building is perfect for retail endeavor or a barbershop, while the other side features a fully equipped commercial kitchen with take-out/pick-up windows, an ideal setup for aspiring restaurateurs. The east side of the building has its own private gated parking stalls for tenants and customers. (30213750)",
6324 106 ST NW,T6H2V3,53.5007700531527,-113.5046984,"[{'code': 'CN', 'description': 'Neighbourhood Commercial'}]",['https://cdn.realtor.ca/listings/TS638491491642200000/reb10/highres/5/E4383045_1.jpg'],4460 sqft,[],"This unique mixed-use building offers 6100sqft of total space, with retail/commercial on the main and lower levels, and a fully-renovated 2100sqft upstairs apartment. Located in Allendale, across from the park and school. The 2060sqft main floor offers wide-open retail space with large front-facing windows, plus a full kitchen and storage, with new flooring and finishes throughout. Can be split into two spaces if desired. The 1940sqft basement offers additional retail/office space with its own storefront entrance. Upstairs youll find a renovated apartment with 2 bedrooms, 2 dens/offices and 2 full baths, plus a raised deck and multiple skylights. The kitchen and living areas offer huge windows and high-end modern finishes. Outside is a private, fenced back yard, plus parking in front and behind the building. Recent upgrades (2016): full renovations to main floor and apartment, new roof and all new heating system on all 3 levels. 400A electrical, separately metered. CN zoning allows for a variety of uses. (31161473)",
326 WINDERMERE RD NW NW,T6W0S4,53.440456000001,-113.6186334,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638447355599130000/reb10/highres/6/E4374726_1.jpg'],1675 sqft,[],1675 ft2 Commercial condo. Currently run as fast food franchise. Business for sale as well. (30936419),
10646 102 ST NW,T5H2T5,53.5508234964215,-113.496060615344,"[{'code': 'RM h23', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638464059566600000/reb10/highres/1/E4377731_1.jpg'],7496 sqft,[],"Northgate Apartments is a twelve suite apartment building located at 10646 - 102 Street in Edmonton, Alberta, in the neighbourhood of Central McDougall. It is a two and a half storey walk-up, wood-frame construction building with balconies. It was built in 1959. Parking is surface and paved. All twelve suites are one-bedroom suites. (31016339)",
#401 10154 104 ST NW,T5J1A7,53.5422081,-113.499458838623,"[{'code': 'HA', 'description': 'Heritage Area Zone'}]",['https://cdn.realtor.ca/listings/TS638507763719130000/reb10/highres/9/E4386169_1.jpg'],2100 sqft,[],"Move your DENTAL Practice to the heart of Downtown Edmonton near City Centre! Vibrant Ice District area. Nice quiet building downtown ideal for an Endodontist, for a cosmetic dentist and any Dental Specialist. All pipes are in the subfloor so you never have to bother your neighbour downstairs with leaky pipe issues! What a bonus! All leaseholds look brand new. Enjoy your new snazzy forever space that you yourself own! Large windows with incredible views and abundance of light. High elevated ceiling height. High Rise Condo tower in Edmonton ideally located on Downtown Edmonton's 104th Street Promenade. Icon II, completed in 2010 contains 147 Condos across 30 stories. Walking distance to LRT, Rogers Place, Macewan University and downtown Farmer's market. (31251082)",
10432 JASPER AV NW,T5J1Z3,53.541118000001,-113.500118,"[{'code': 'JAMSC', 'description': 'Jasper Avenue Main Street Commercial Zone'}]",['https://cdn.realtor.ca/listings/TS638512689716600000/reb10/highres/6/E4387196_1.jpg'],5326 sqft,[],"Judicial sale. Rare opportunity to own an extremely unique & desirable character building along Jasper Avenue in Edmontons downtown core. This two story building is the skinniest commercial building in the city. Most recently the main floor & basement operated as trendy restaurants with the second floor built out as professional offices. Boasting ample natural light & views of Beaver Hills House Park directly adjacent, this is a tremendous opportunity for an owner/ user, investor or developer. Located along Jasper Ave & minutes away from Edmontons Ice District, Rogers Place & 104St. The immediate area is a dense residential node, with an additional 1500+/- apartments to be constructed in the area, which hosts an elegant mixture of restaurants, bars, cafes, retail stores, outdoor markets & summer event programing. Beaver Hills House Park is soon to be renewed with construction set to begin in spring with completion in 2025. Secure this coveted retail location before someone else does! (31276969)",
6216 Davies RD NW,T6E4M9,53.499977245954,-113.446157615344,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638338203784430000/reb10/highres/3/E4363263_1.jpg'],,[],"WELDING BUSINESS FOR SALE! Situated in the heart of the Southwest Industrial this Very Successful Welding Business and all assets are for sale. Operating since 2015 has a proven track record, great client list and is a Thriving Business that is more than capable of Huge Growth! The company to transition to a new owner with no issue, so accounts receivable in the amount of $100,000 will be passed onto the new owner, sale also includes Three Vehicles, Two with Portable Welding Machines, along with a 18 foot trailer. Financial Statements available upon accepted offer and warehouse lease can be renewed with new owner! EXCELLENT VALUE IN THIS NEW VENTURE AND FANTASTIC POTENTIAL FOR NEW OWNERS OF THIS VERY SUCCESSFUL BUSINESS. (30573412)",
14039 & 14035 106 AV NW,T5N1B3,53.548605800001,-113.5654281,"[{'code': 'RSM h12', 'description': 'Small-Medium Scale Transition Residential'}]",['https://cdn.realtor.ca/listings/TS638479200866100000/reb10/highres/4/E4377134_1.jpg'],,"['Playground', 'Public Transit', 'Schools', 'Shopping']","Located in the prestigious Neighborhood of Glenora, this very rare development parcel is 15,500 square feet. This parcel has had demolition completed.     Located within the Glenora school district and close to all Glenora Community amenities. Brand new pickle ball courts, Skating rinks, Tennis Courts and Outdoor community garden and gym.     Steps away to the future 142ST/Glenora LRT Station, WestBlock project, short walk to Vies for Pies/Columbian Coffee and the 133 St Glenora LRT Station. 2 minute walk  from the new highly anticipated Freson Bros Grocery Store.      This property is currently zoned RSM. Rezoning is an option. The City of Edmonton has designated 142ST as an area for higher density. Other high density projects and mixed use towers have been approved on 142ST. (31002331)","Water, Electricity"
10315 180 ST NW,T5S1C9,53.5454784978145,-113.632490814819,"[{'code': 'FD', 'description': 'Future Urban Development'}]",['https://cdn.realtor.ca/listings/TS638405235555000000/reb10/highres/9/E4369509_1.jpg'],76447 sqft,[],"1.755 ACRES FULLY FENCED AND  GRAVELED COMMERCIAL LAND, JUST 2 BLOCKS OFF STONY PLAIN ROAD ON 180 STREET. WIDE RANGE OF PERMITTED USES. EXCELLENT DEVELOPMENT SITE.  (20' X 40 ') SHOP WITH POURED CONCRETE FLOOR AND FULL POWER SERVICE, (12' X 10') OVERHEAD INSULATED DOOR, 4 TONNE LIFT. TWO 20' & TWO 40' C-CANS AND MOBILE OFFICE INCLUDED. (30774301)",
Address not available,T6E5T5,53.4650953039587,-113.4732117,"[{'code': 'CG', 'description': 'General Commercial'}]",['https://cdn.realtor.ca/listings/TS638450646838270000/reb10/highres/9/E4374819_1.jpg'],,[],"Well established profitable Asian grocery business on busy street with maximum exposure since 2018 in the space of 7300 SF. Steady sales profitable business with strong regular customer groups and even more potential to maximize profit. Current lease until July 31, 2028 and has a renewal option. All financial information will be released upon completion of Confidentiality Agreements. (30938099)",
10434 & 10438 91 ST NW,T5H1S6,53.5507834754416,-113.475122630688,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638406990420500000/reb10/highres/6/E4369656_1.jpg'],,[],"Opportunity knocking! Excellent 17,000.00 Sq.ft of Mid-rise development site in Downtown Edmonton- Just off Jasper Ave. right next to newer hi-rise condo - The Property on Jasper. All the new condo unites will have overview of Downtown Sky Lite plus River. walking distance to new LRT and Dawson Park. New current zoning (DC 2) in place. It allow 6 storey / one underground parkade total of 75 units in place you built with wood construction to bring cost down and make much more affordable building. There are two older house (as is, where is) on site. It generates $8,500 per month rental income. Perfect re-developed property. (30779426)",
11805 47 ST NW,T5W2W7,53.5704785308903,-113.413356984656,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638426547606170000/reb10/highres/4/E4371954_1.jpg'],9838 sqft,[],"Welcome to Bev Manor. Great multi-family building located in the neighbourhood of Beacon Heights between Yellowhead Trail and North Saskatchewan River and is neighboured by Homesteader, Abbottsfield, Beverley and Newton. The Community of Beacon Heights is a traditional suburb, complete with tree-lined streets and large lots which now include some infill homes. Unit mix consists of Five 2 bedrooms and seven 1 bedrooms apartments. Very well maintained, rarely a vacancy, large units with balconies and a location that is good as it gets. Easy to manage with 100% occupancy providing steady cash flows. This property is ideal for first time investors, or increase unit count to your existing multi-family portfolio. (30850838)",
21 WINDERMERE DR SW,T6W0S2,53.4330445,-113.630386410451,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638247118156930000/reb10/highres/9/E4349489_1.jpg'],,"['Playground', 'Schools', 'Shopping']","Build a Dream Home in prestigious community of Windermere! Close to North Saskatchewan River. One of a just few left lots in this High-End Community. Around 78 ft. pocket lot. Windermere is a Town in the Town-- with amenities, conveniences, shopping areas; may it be day-to-day needed offices; registry, police-station, medical clinics, vet clinics, gems, law offices, schools, etc. etc. Very well connected area, with easy access to freeways & airport; it has all. Come build your home the way you would like-HOME. (30170043)",
4809 DONSDALE DR NW,T6M2N2,53.4863270950959,-113.630658031214,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638367796292130000/reb10/highres/5/E4366445_1.jpg'],,"['Park', 'Public Transit', 'Schools', 'Shopping']","DREAM STREET! Build your legacy.  Imagine the possibilities for a unique estate home on 73 foot frontage on Donsdale Drive.17,625 sq ft one of four premier lots on the river's edge on Donsdale Drive. No time limit to build, choose your own builder. Some architectural controls apply. The lot is now fully serviced and ready to build. Visualize manicured grounds evocative gardens a sprawling estate that boasts privacy and serenity with spectacular views within the city limits. Mature trees tower over the property offering a park-like setting. Make it your ultimate achievement award...a family legacy. Endless possibilities for a great family estate Prestigious Donsdale Drive on the river is home to some of Edmonton's finest estate homes. Easy access to all amenities. LOT IS FULLY SERVICE AND READY TO BUILD    SPECTACULAR! (30684499)",
9341 95 NW,T6C3X1,53.530163600001,-113.4728064,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638462827154900000/reb10/highres/6/E4377406_1.jpg'],,"['Golf Course', 'Playground', 'Shopping', 'Public Transit']","An unparalleled investment opportunity awaits! This bundled package comprises 3 lots & featuring 2 properties with immense potential. Zoned RS-Small Scale Residential Zone, with a total lot size of 96.42' x 130.25' & 12,558 sf. of land, this offering is situated in the heart of desirable Bonnie Doon, just steps away from the Valley Line LRT. Included in this remarkable package is a spacious 5000 sq.ft. -finished area- 4plex, providing rental income. Additionally, a 30.21' x 132' vacant lot beckons developers and adds further versatility. Double Oversized garage & onsite stalls. Enjoy the convenience of nearby amenities, shopping at Bonnie Doon Shopping Centre & leisurely walks along the picturesque Mill Creek Ravine. With swift access to Whyte Ave & Downtown Edmonton, as well as seamless commuting via bus routes just minutes away, this package offers an unrivaled opportunity for lucrative returns in Edmonton's vibrant real estate market. Don't hesitate to secure your stake in this prime investment today! (31007937)","Water, Electricity"
11833 102 AV NW,T5K0R6,53.5428595,-113.526063584656,"[{'code': 'RM h23', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638434251575100000/reb10/highres/6/E4372946_1.jpg'],3305 sqft,[],"Stunning Oliver commercial flex building with rare on-site parking, available for sale or lease. This original 1912 property was entirely reconstructed and remodelled with no expense spared. Brand new Parisienne/Moroccan inspired design details throughout. You'll discover 3 distinct levels, offering a choice of separate or combined work/live spaces, numerous high-end elements, featuring vaulted ceilings, custom iron railings, tiled floors, oversized European windows, modern lighting, built-in gas fireplaces, air-conditioning, kitchenettes, baths/showers, to name a few. The RM zoning allows for multiple uses including health services, specialty retail/office, boutique style lodging, residential, with municipal approval. The exterior includes 8 parking stalls, low maintenance siding/roofing, and custom lighting...all along the tree-lined, walk/bike, friendly 102 Avenue. A true pleasure to tour! (30881927)",
11826 83 ST NW,T5B2Z3,53.5712265,-113.4694549,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638251761705600000/reb10/highres/3/E4350313_1.jpg'],13213 sqft,[],"Own Pine Manor with 7.93% Stabilized Cap Rate. Exist CMHC Mortgage MUST BE ASSUMED. It's a 15 suite 2.5 storey walk-up building at 11826 - 83 Street in NE Edmonton, in the Eastwood neighbourhood. It has an excellent mix of 6 One BR suites and 9 Two BR suites to maximize your rental income and keep vacancies low. Rents were raised this year plus room for additional rent increases. Newer vinyl window in some suites and there are a total of 10 balconies plus 15 energized paved parking spots for the tenants. Coin-op laundry machines (leased), newer hot water tank, and 3 interior storage rooms, plus an ext. storage shed round out this package. LED lights have been provided in all common areas and the building meets all fire code updates. The property is a great location for tenants as it is close to bus routes, grocery stores, services and other amenities. An experienced on-site caretaker and Prof. Prop Mgr look after the building for a hands free ownership experience. See REALTOR'S website for more details. (30188968)",
10660 156 ST NW,T5P2R9,53.550535,-113.5907784,"[{'code': 'CN', 'description': 'Neighbourhood Commercial'}]",['https://cdn.realtor.ca/listings/TS638228109724330000/reb10/highres/4/E4346324_1.jpg'],5050 sqft,[],"An excellent opportunity to add or to start your portfolio.The property is a modern developed building with a Medical Clinic on the main floor and a well estsblished pharmasy on the lower level, under a Lease contract. On the second floor is office spaces, two offices are fully developed an a washroom and the other two offices are partially finished with everything ready to complete two more washrooms. Great investment opportunity. The Medical Clinic has a reception area, waiting room, a  total of six exam rooms and a procedure room/exam room. It also has three Doctors offices, One of the offices has it's own private washroom, one washroom for patients, one washroom for the staff, a medical supply room and a storage room. Paved surface gated Parking area at the back of the building. (30081157)",
10909 96 NW,T5H2K4,53.5561835534098,-113.487546193254,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638463627588130000/reb10/highres/1/E4377611_1.jpg'],6337 sqft,[],"Sale-Leaseback Investment Opportunity! The property has been extensively renovated and converted from its previous use as a church to an events venue for Studio96, together with additional space for Studio96 expansion (currently offices for owner E3 Architecture Inc). The unique English Tudor Revival style brick and wood framed building with steeply pitched roof and brick buttresses has graced the McCauley neighbourhood for over a century. Although not designated, this building is recognized as a historic resource within the City of Edmonton. (31012199)",
16403 FORT RD NW,T5W4C3,53.6242497087385,-113.379794791016,"[{'code': 'AG', 'description': 'Agriculture Zone'}]",['https://cdn.realtor.ca/listings/TS638416107652830000/reb10/highres/6/E4370576_1.jpg'],,[],"VENDOR FINANCING AVAILABLE!!   INCREDIBLE VALUE!!    PRICE REDUCED BY OVER $500K: OFFERING 14.39 +/- ACRES OF PRIME LAND THAT BORDERS FORT ROAD ON THE NORTH AND 153 AVE TO THE SOUTH WITHIN A COUPLE OF MINUTES OF THE ANTHONY HENDAY AND 167 AVENUE! SITUATED IN THE PROPOSED GORMAN NEIGHBOURHOOD STRUCTURE PLAN AND CURRENTLY ZONED INDUSTRIAL RESERVE ZONE (AGI) HOWEVER WILL BE RE-ZONED IN THE NEW GORMAN NEIGHBOURHOOD COMMUNITY PLAN. Be on the ground floor of this new development with the best priced land in all of the area! Phase1 & Phase2 Environmental Available! PRICED TO SELL AND WILL NOT LAST! BOTH 16451 & 16403 FORT ROAD CAN BE SOLD TOGETHER MAKING IT A TOTTAL OF 25.5 +/- IN CITY ACRES! GREAT GRAB & HOLD INVESTMENT AND PERFECT LOCATION FOR SPORTS MUTLI COMPLEXES, COMMUNITY HALLS, PLACES OF WORSHIP, ETC. (30810608)",
4327 78 AV NW NW,T6B2N3,53.5139561424369,-113.408268132541,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638311890710430000/reb10/highres/3/E4332083_1.jpg'],9000 sqft,[],"INVESTMENT OPPORTURNITY: For sale 4 industrial condo bays 25 ft x 90 ft, 16' ceiling, with a decade old long term tenant, NOI of $113,750 (Cap 7.11%.) At the heart of Weir Industrial neighborhood, IM zoning. Well maintenance, low condo fee, concrete block exterior building with steel beam roof support and Q-deck, newly paved parking lot plus $260,000 Upgraded 480V 3 phase power at 1,200 Amps capacity. Also upgraded forced air ceiling heating and Tankless hot water system. 3 grade level loading doors 12' x 12'.  Excellence access to 50 Street, Sherwood Park Fwy and Anthony Henday Dr. (29714787)",
9650 105A AV NW,T5H0M4,53.549600100001,-113.4876216,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638290965786400000/reb10/highres/9/E4356449_1.jpg'],10178 sqft,[],"Investment Opportunity! This 10,178+/- SF building is located in the McCauley neighbourhood of Edmonton on a .30+/- acre lot. This building is fully tenanted with two industrial bays and offices on the second floor. Property accessible via 97th Street and 105A Avenue, Within walking distance of various amenities including the Pacific Centre, 97th Street, Rogers Place, and City Centre Mall. Zoned DC1 - Direct Development Control Provision. (30359310)",
# 125 167 AV NW NW,T5Y6L4,53.6283713978369,-113.344668200525,"[{'code': 'AG', 'description': 'Agriculture Zone'}]",['https://cdn.realtor.ca/listings/TS638509635730600000/reb10/highres/6/E4386786_1.jpg'],850 sqft,[],"GREAT FUTURE DEVELOPMENT AT PRESENT PROPOSED RESIDENTIAL.CURRENTLY IS OPERATING AS - SAVE ON STORAGE - RV TRAILERS & BIKES ETC .THIS LAND IS CURRENTLY 4.36 ACRES SOMETIME IN THE FUTURE THE CITY OF EDMONTON OR DEVELOPER WILL BE PURCHASING 1/3  OF THE PROPERTY TO WIDEN MERIDIAN STREET .CITY POWER,GAS,CITY WATER ON THE PROPERTY NO SEWER CURRENTLY ONLY A HOLDING TANK FOR SEWER .THEIR IS A 850 SQUARE FOOT MORE OR LESS FOR A OFFICE BUILDING .PROPERTY AS IS WHERE IS (31267096)",
14503 Stony Plain Road NW,T5N3R9,53.541628812256,-113.571163606746,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638493867727170000/reb10/highres/4/E4383304_1.jpg'],,[],"The site, which is spread across two infill lots, is in the Grovenor neighborhood, which is conveniently close to Stony Plain Road. There isn't much competition in the area for newly constructed apartment buildings. Notably, the location will be just a few minutes from the Valley Line, a new stop on the most recent LRT expansion route. With steady population growth year over year, neighborhood revitalization projects, and advancements in transit, there is a chance to profit from the revitalization of Edmonton's most historic communities. (31166650)",
14508 101 Avenue NW,T5N3Z2,53.5415142367427,-113.571338171164,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638493867728200000/reb10/highres/6/E4383306_1.jpg'],,[],"The site, which is spread across two infill lots, is in the Grovenor neighborhood, which is conveniently close to Stony Plain Road. There isn't much competition in the area for newly constructed apartment buildings. Notably, the location will be just a few minutes from the Valley Line, a new stop on the most recent LRT expansion route. With steady population growth year over year, neighborhood revitalization projects, and advancements in transit, there is a chance to profit from the revitalization of Edmonton's most historic communities. (31166653)",
15740 STONY PLAIN RD NW,T5P3Z5,53.541520700001,-113.5936473,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638494299639270000/reb10/highres/5/E4383405_1.jpg'],7206 sqft,[],"7206 sq ft  on two floors. Commercial kitchen with 12 hood. Main and second floors could be individually leased. Corner lot with high visibility on Stony Plain Rd. Fibre Optic. Wide open spaces. Massive windows on 2nd floor. Great space for fitness, martial arts, church, restaurant or open space retail. Floors have individual entrances so are easily separated.  BUILDING SIZE: 7,206 sq ft  total (3,603 sq ft  per floor) PARKING: 4 paved parking stalls directly behind building POWER: 2 x 200 amp 3 phase HEATING: Forced air HVAC (31170582)",
3415 106 AV NW,T5W0C1,53.5594473912253,-113.39445217791,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638412723628530000/reb10/highres/6/E4370286_1.jpg'],13681 sqft,"['Playground', 'Public Transit']","This 2.5 storey apartment building is located in the neighbourhood of Rundle Heights. This is primarily a residential neighbourhood with close proximity to the river valley, Rundle Park, schools, employment, recreation, retail centres, and various public transportation facilities.  Strata titled 12 units apartment with 11 - 2 bedrooms and 1 - 1 bedroom. Wood-frame construction with brick and stucco exterior.  Coin laundry.  12 energized surface parking stalls (30801713)","Water, Electricity"
11734 85 ST NW,T5B3E7,53.5699319849073,-113.472410361377,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638445915598900000/reb10/highres/4/E4374514_1.jpg'],15841 sqft,[],"Florence Manor is a fifteen suite apartment building located at 11734 - 85 Street in Edmonton, Alberta, in the neighbourhood of Parkdale. It is a two and a half storey walk-up, wood-frame construction building with balconies. It was built in 1978. Parking is surface and paved. The suite mix is 13 one-bedroom suites and 2 two-bedroom suites. All units are individually titled.   All noted numbers are proforma numbers. (30928899)",
